epoch,train_total,train_recon,train_kl,train_phys,train_passiv,val_total,val_smape_obs,val_smape_all,sigma_ld,sigma_obs_mean
1,8.114354311261858,0.7830925693511963,0.3961806182861328,0.4623385102067675,0.011170685392946585,4.4192693977355955,10.562548593848138,16.063147699594087,1.0,0.38583993101119995
2,4.356160810743059,0.4437697013786861,0.37860145708492826,0.23558513511930193,0.010256012385977165,3.731564347585042,9.31512088571166,14.927659697394407,1.0,0.37577188324928285
3,3.865646381378174,0.28818952832903183,0.3940606006554195,0.2122258962733405,0.0028021835514477323,3.355019672393799,8.095479665669634,13.90044569413422,1.0,0.36271668084462483
4,3.580970224380493,0.22833543765544892,0.4026647685595921,0.1966641263621194,0.0016452157972380518,3.021699234644572,7.452788436149919,13.152991180936265,1.0,0.3584529639085134
5,3.3563315710340227,0.19559742486476897,0.4041322650228228,0.18377283877985817,0.0012058862429444811,2.8849993693033853,6.6986237224293905,12.663252223591893,1.0,0.35776593144734703
6,3.3190710250309534,0.17940923966680256,0.40335459644453864,0.18241967032636916,0.0010949258707530264,3.0672574323018393,7.405387191132602,13.10243235033218,1.0,0.361783500512441
7,3.2676190024784635,0.17103608478818622,0.40343654666628154,0.1795421586036682,0.0009269303795216339,2.7727734934488932,6.359023754916758,12.162864813540175,1.0,0.355881636540095
8,3.1537873540605816,0.15831754773003714,0.40267606319699967,0.17285187487942832,0.000792395523882338,2.6989811712900798,7.02905760325213,12.641026096835027,1.0,0.3596686214605967
9,3.1466766572679794,0.16233629419122422,0.40206421174321855,0.172150428380285,0.0007911005114936935,2.667428082148234,6.137774960449793,12.06255510112652,1.0,0.35638134702046714
10,3.1564487991333006,0.15154591495650155,0.40150713522093634,0.1735582604067666,0.0007094866276851722,2.8351744486490884,6.54098175773129,12.26240100661817,1.0,0.35735942045847574
11,3.0478103395189557,0.1489386440856116,0.4001294107096536,0.16658108605657304,0.000698865798701133,2.793264633814494,6.028628705772555,11.883447010174965,1.0,0.35383742284774783
12,3.0674806207929337,0.15171631603581565,0.400823507138661,0.16766130493368422,0.00047983966980661666,2.454688163757324,6.0412342892765505,12.011788630840464,1.0,0.35645858891805016
13,2.955265104293823,0.14357004648447036,0.39842284311567033,0.16088312533923557,0.0004872609745112381,2.5888790086110434,6.873353072324282,12.430081982051508,1.0,0.35603870733579
14,2.9709255245753696,0.1424566103560584,0.3991286838735853,0.1619539089713778,0.0005245464184387987,2.5350001023610433,6.897200695997369,12.507586657566844,1.0,0.35580711587270103
15,3.0348911759512767,0.14462845761435372,0.3977539202826364,0.1661652306658881,0.00043904644802179453,2.5985574913024903,6.193022320723535,11.939618995345949,1.0,0.3565502553780874
16,2.8712868932996476,0.14174245616367884,0.39781420530591693,0.15544641382353647,0.0004330305105208286,2.6100977834065757,5.8613991731329,11.544118620767287,1.0,0.3548375944296519
17,2.951552013669695,0.13865950885840825,0.39631702102933614,0.16110268194334848,0.0003978085305342185,2.5243137696584066,5.537079174122513,11.269338835766588,1.0,0.3549542413552602
18,2.8518211323874336,0.13755129780939648,0.3969575408526829,0.15448492693901061,0.0003864240301274029,2.472513340632121,5.706270597414387,11.514763531782219,1.0,0.3546498223940531
19,2.892565928322928,0.13694883232457297,0.3961219425542014,0.1572968603883471,0.0003821148343184697,2.537936923980713,5.698124843877331,11.559613716599001,1.0,0.3547400763829549
20,2.8995617743900843,0.1396427024432591,0.39425962935175213,0.1577080386706761,0.00031767122710256706,2.45428391011556,5.724665023946229,11.520154986318234,1.0,0.35595487491289773
21,2.89307577923366,0.13613719599587576,0.3950562542166029,0.1574556896345956,0.0003486068680815931,2.55669050916036,6.225891105945815,11.942001544785596,1.0,0.35705923914909365
22,2.8233754708426337,0.1346060618162155,0.39414696703638347,0.1529717720406396,0.00031045949410015187,2.3178841342926026,5.522931472045317,11.273724730645476,1.0,0.3546881084442139
23,2.764948228291103,0.13264418980053494,0.3922339979239873,0.14933523215566363,0.000257594404081049,2.440160471598307,5.680087304453489,11.258025199091644,1.0,0.3546902877489726
24,2.819511205673218,0.1378571446282523,0.3915612475531442,0.15266993999481202,0.0002488814297747532,2.4520687789916993,5.984802703088967,11.669577563022749,1.0,0.35430964771906537
25,2.726062556403024,0.1292445777143751,0.392004830462592,0.14698430216312408,0.00025554825391113157,2.285938320159912,5.0448660408182,10.82317578331502,1.0,0.35532937932014463
26,2.745087030138288,0.13194503053597043,0.39409511051859175,0.14793384485585348,0.00019064113750521624,2.5207324606577557,5.713051748328378,11.326977800882172,1.0,0.3531319049994151
27,2.7835862462180003,0.13295352974959782,0.3928525275162288,0.1505159260375159,0.0001863440151942736,2.363135610580444,5.237034645519378,10.92555730642239,1.0,0.3556454300880432
28,2.7222471948351177,0.12881630621637616,0.3903455606869289,0.1468693697963442,0.0001882802254487095,2.4338534208933513,5.466006672033443,11.087931591274149,1.0,0.3566478742758433
29,2.7306793256487167,0.13209844493865966,0.39259376648494176,0.14706221968787056,0.0002110955468004769,2.288619374593099,5.789731514349877,11.262418078858634,1.0,0.3570230223337809
30,2.7407143121446884,0.13445032909086774,0.3928017586299351,0.1475612108537129,0.0001616505318088457,2.3322427145640057,5.315528741877911,10.847230001005412,1.0,0.3517286597887675
31,2.765084477560861,0.12818480072702682,0.39186993765830996,0.14966557955741883,0.0001584442426808112,2.42092015393575,5.118659284565295,10.651674715542043,1.0,0.35766035556793213
32,2.681730256216867,0.1305714189154761,0.39366547897883825,0.143829778279577,0.0001509437587893834,2.3380690905253094,5.507805752136559,11.202463732137298,1.0,0.3552431325117747
33,2.6858296443394254,0.1277463182721819,0.3907901520388467,0.14448353723117283,0.0001221561528842098,2.3741194756825763,5.401840360651837,10.95442282555545,1.0,0.3545150132973989
34,2.6523565861838203,0.1281099747504507,0.389495286498751,0.14231360531704768,0.0001356308018148411,2.352115852355957,5.468824548016737,11.196144525961822,1.0,0.3593427392641703
35,2.6243938841138568,0.128825549023492,0.3882710696288518,0.14048366388252803,0.00011488326281375651,2.4023931312561033,5.269696598510551,10.993584984769674,1.0,0.3567207861741384
36,2.6380422998155866,0.12617032940047126,0.389678024326052,0.1414767372267587,0.000110211033174502,2.2783635171254475,5.47880365269838,11.113582809526704,1.0,0.3576312053998311
37,2.6715962311880928,0.12527726835012437,0.39062316053254265,0.14370946162087578,0.00013128568139628833,2.310274538675944,5.372346337910724,10.924476343522677,1.0,0.3549928475220998
38,2.6673526077270506,0.12866367498465947,0.3895790153571538,0.14327072427953993,0.00011337812062369526,2.3053510468800864,5.182947165034626,10.645850333307061,1.0,0.35114158582687377
39,2.6315333344595775,0.12496431188072477,0.3902827853815896,0.14108293432848795,9.294058702237505e-05,2.258581680297852,5.3152799932816785,10.829811739375566,1.0,0.35573214999834696
40,2.6406781131199426,0.125553178191185,0.3905688143117087,0.1416340047972543,9.640633394987422e-05,2.2634318707784016,5.054634733509391,10.7731074598431,1.0,0.35278162789344786
41,2.653812385559082,0.12629697496550424,0.3897846940926143,0.14251149269512722,0.00011649725441488305,2.2957228450775147,5.081535532589751,10.708276167618266,1.0,0.34922579662005104
42,2.5795586899348666,0.12336937850713729,0.3893413359778268,0.13778625220911844,0.00010327712208631315,2.2992789942423504,5.210551893747591,10.736242721433086,1.0,0.35344113993644716
43,2.6324413125174386,0.12707368367910385,0.3885132922445025,0.14112060678005217,8.243190874678215e-05,2.327657128651937,5.5233874047854234,10.920367495930222,1.0,0.3567911635239919
44,2.622360265459333,0.1275209276165281,0.389448529618127,0.14035536243234362,0.0001052221911146002,2.4718378683725994,5.914156394306158,11.413644860065354,1.0,0.3492818773587545
45,2.6218384756360735,0.12428255732570376,0.3899820344107492,0.14050179059164863,7.853961029572279e-05,2.2844548206329347,4.851460029704409,10.676449720229407,1.0,0.35462821475664774
46,2.6250338251931327,0.12275889543976103,0.3888200521128518,0.14089377467121397,7.720784885792195e-05,2.3570620619455975,5.282583712212229,10.86495635821024,1.0,0.3550880092779795
47,2.6443918511526925,0.12380208258117949,0.3894465764250074,0.14207302899020058,7.335022586630657e-05,2.289125929514567,5.072999318961557,10.673305625101943,1.0,0.3580904850959778
48,2.632803106035505,0.1252572060397693,0.3869882788317544,0.14136689755746296,7.992910613081352e-05,2.27193981107076,5.11761149540294,10.591803083350937,1.0,0.3557752312819163
49,2.608293200629098,0.12203884189469473,0.3896355406897409,0.13977087444918496,7.903868530411273e-05,2.394855979283651,5.769226746331419,11.22915640287586,1.0,0.35123190291722617
50,2.594746148790632,0.12266793978214265,0.38833984443119596,0.13891304934024812,5.8176886937872044e-05,2.396314837773641,5.6729193786779435,11.207406325359694,1.0,0.351207852602005
51,2.6119979343414306,0.12184180437667029,0.3883397840431758,0.1401176949739456,6.700690536123538e-05,2.391321361541748,5.33460963069409,10.890638728712352,1.0,0.35255043538411457
52,2.5356833011082243,0.12691894625765937,0.3888829994882856,0.13465491040263858,7.31560275665158e-05,2.2292621459960937,4.796138169357264,10.44666344551604,1.0,0.35572180183728536
53,2.595838797705514,0.1219845804316657,0.3873564649990627,0.13909687007325036,5.469911315698742e-05,2.3099956124623615,5.383437187005591,11.126737714432798,1.0,0.35672332763671877
54,2.5779425029754637,0.1256143672977175,0.3890020696435656,0.1375521469116211,5.1766343032665775e-05,2.2741782391866048,4.926041633119169,10.542257567808374,1.0,0.3497118237018585
55,2.6082339488438198,0.12492662184579031,0.38717370441981724,0.13973931539058684,5.005666769907943e-05,2.2713324858347574,4.886301339106825,10.451207088194456,1.0,0.3510168800354004
56,2.622413931165423,0.12471686178445816,0.38811739771706716,0.1406356291260038,4.992032297221678e-05,2.390402910868327,5.448068736155653,10.867288403037596,1.0,0.3533756486574809
57,2.573942263194493,0.12312151731763567,0.38752470966747826,0.1375498204742159,5.204673889342562e-05,2.3153772468566896,5.09402981202842,10.598648477633532,1.0,0.3538132633368174
58,2.609467467171805,0.12368849509102958,0.38911263166155136,0.1397740878207343,5.6847968864661066e-05,2.40201602490743,5.09305872343119,10.651108966850027,1.0,0.3537092060248057
59,2.548356169291905,0.12695085513591767,0.3872663206372942,0.13560618998323168,4.6169700911767514e-05,2.5561192792256673,5.3969870778375455,11.006881292771347,1.0,0.3553805051644643
60,2.545046036856515,0.12441768733092717,0.3870413518633161,0.13556851409162793,5.755464871201963e-05,2.375493928273519,5.000826284372454,10.641755154322631,1.0,0.35287763023376467
61,2.5614374607631136,0.12062610055719103,0.3893184857368469,0.1367621534381594,5.6970339578453734e-05,2.3255531368255613,4.996238173962681,10.504798652819867,1.0,0.3518710355758667
62,2.5001541246686663,0.12000159262759345,0.38745857201303757,0.13284316272394997,4.248256347630429e-05,2.317797917683919,5.561825776463178,10.953029501491882,1.0,0.35710189803441367
63,2.556013992854527,0.12323649739367622,0.38760713703291755,0.13634160719599042,4.10232015333999e-05,2.2699929243723553,5.011359157719689,10.443846437487412,1.0,0.3539480736255646
64,2.5732852973937987,0.12447362571954727,0.3887534039020538,0.1373329815864563,5.474100692871226e-05,2.3172486604054767,5.225723648958943,11.012245052364195,1.0,0.3490939990679423
65,2.5665045501164028,0.12075603920221328,0.3882031698226929,0.13716618980680192,4.397491694258601e-05,2.220364147186279,4.75255226596843,10.403214622668088,1.0,0.352001062075297
66,2.5174703344617573,0.11974280728612627,0.38748879511015755,0.13401272125755037,3.902784052037792e-05,2.3919799836476643,4.997310902626952,10.525352444981792,1.0,0.35630646141370137
67,2.531914689200265,0.12053340142113822,0.38685236382484434,0.13496469976220812,4.632644374630347e-05,2.204143704732259,4.691220278367305,10.301439397963524,1.0,0.349643504858017
68,2.5253947952815463,0.12110443978650229,0.3876713492189135,0.13443674606936318,5.233515697597925e-05,2.36622620455424,5.28296370434009,11.04480238044596,1.0,0.35033567015329997
69,2.544818320410592,0.12150128587654659,0.38726692812783375,0.13573361205203194,3.452808859791341e-05,2.2002097504933675,4.711357517637376,10.497424707679773,1.0,0.35457071646054583
70,2.513975190298898,0.12059035996028356,0.38611174719674246,0.13381373184919357,4.916913486418447e-05,2.3013470312754314,4.978149065223009,10.52465003528986,1.0,0.3529278167883555
71,2.4863733585902623,0.12043490374939782,0.3870949857234955,0.13191876355239324,4.4296843594630834e-05,2.3003203163146972,4.980984315218259,10.754281329569665,1.0,0.3546956082979838
72,2.5416206621442523,0.12085144363130843,0.3877346875667572,0.13553150045871734,4.3219490341341174e-05,2.444377888361613,5.247649002686414,10.782645894307125,1.0,0.3567229305903117
73,2.5295327224731445,0.12170089512211936,0.387176794222423,0.134707563826016,2.8255891122171306e-05,2.3092509727478028,4.8909195643834185,10.429461728637305,1.0,0.3510646760463715
74,2.463553398132324,0.11832807872125081,0.3868220188958304,0.13055714983599526,3.0555447497720576e-05,2.459709752400716,4.96966886460287,10.440460549034176,1.0,0.35721022192637125
75,2.444462423869542,0.12182108325617653,0.38562688909258164,0.12913074954918452,3.448303914280716e-05,2.316409034093221,4.892654311838419,10.541238123388691,1.0,0.3562850927511851
76,2.507676102229527,0.11701652279921941,0.3871218897274562,0.13356592680726734,3.088762461376454e-05,2.3484430618286134,5.043694756911943,10.736632306236029,1.0,0.35848272061347963
77,2.5148961236136302,0.1222747973203659,0.38848142334393093,0.13360565275805336,3.4110522514343496e-05,2.297565431594849,4.757196590862868,10.358430050995256,1.0,0.35202562069892884
78,2.520806223869324,0.12342446496656963,0.3859438001087734,0.1340926060932023,2.9549862865500084e-05,2.322260121027629,5.390386201176514,10.881187448178107,1.0,0.34861167542139687
79,2.4888344781058174,0.11980103818859372,0.3876075009277889,0.13209103264127459,3.577032374362586e-05,2.3290100644429526,5.111839084508683,10.64792140196167,1.0,0.35159425910313924
80,2.4757435381753106,0.12105267527273723,0.38547703603335787,0.1312765202351979,3.823158414174291e-05,2.4158822600046794,4.915137077162956,10.450649654271379,1.0,0.35216863139470417
81,2.5247967641013007,0.12100640203271594,0.38541170610700337,0.13455559742450715,2.5298345569451287e-05,2.537717570622762,5.212526489528773,10.646737136018105,1.0,0.3529162319501241
82,2.471196822302682,0.11822872350897108,0.38648212156976974,0.13109551216874804,2.9573246728172567e-05,2.343060614903768,4.835950764196389,10.339283487955385,1.0,0.3562261025905609
83,2.426271589551653,0.11959446724823543,0.3866404262270246,0.1279997171674456,2.2241437572249975e-05,2.3869875831604004,4.768220199020028,10.371165487959363,1.0,0.3561511634190877
84,2.470836279460362,0.11951462743963515,0.38596396987778797,0.1310204655442919,2.6995426260977445e-05,2.400026374181112,5.225737744197555,10.671221894278744,1.0,0.3555094820658366
85,2.4506128586360387,0.12277637172596795,0.3861060574054718,0.12944456227336612,3.2352423620750415e-05,2.315232950210571,5.053347742198904,10.683212798486851,1.0,0.35019884967803955
86,2.423795519692557,0.11891902424607959,0.385626402923039,0.12794696629898888,2.3334155034522804e-05,2.3013964614868163,5.500333619873843,11.059795769007682,1.0,0.3541126383940379
87,2.434084130559649,0.11831158649921417,0.38730161281994413,0.1285614350438118,2.4779859540948174e-05,2.2658190333048505,4.767278337941899,10.354890781755904,1.0,0.35133132656415306
88,2.3791391917637417,0.12145356023311615,0.38695967946733745,0.12471159046036856,2.5638173888052863e-05,2.4200430857340494,5.270173526476622,10.797070106784956,1.0,0.3516353909174601
89,2.4642207151140485,0.1217452365074839,0.38572497613089424,0.13044724902936392,2.0172842101016742e-05,2.354203489939372,4.941957949985576,10.689559828350887,1.0,0.34935370977719626
90,2.4664907670702254,0.11649562507016319,0.3873089328493391,0.13084252413681574,2.2930231574264327e-05,2.4260175126393637,5.02372515702302,10.451820406841543,1.0,0.3539671140511831
91,2.4454884926932197,0.11927068127053124,0.38517822415488107,0.12939887963022503,2.6257781994770214e-05,2.3671191107432046,4.8539653801855405,10.340641312142425,1.0,0.3514183461666107
92,2.3953292620522637,0.12022073623963765,0.38528736427852084,0.12598386496305466,2.8890566467063245e-05,2.289267963409424,4.7867101378160894,10.243803622781563,1.0,0.35459950017929076
93,2.423293612071446,0.11686213897807257,0.3849477983202253,0.12809558733872006,2.2400011836729e-05,2.3542188784281413,4.828857978773165,10.369846432585948,1.0,0.3541929434935252
94,2.3893863517216274,0.11643416295732771,0.38549450979913985,0.1258272910969598,2.1329143268141188e-05,2.3182447516123452,5.182725950676345,10.693395014798977,1.0,0.35541085894902547
95,2.429675999505179,0.1188752465248108,0.3848060165132795,0.1283961781178202,2.260386099000503e-05,2.384864980061849,4.808489786548378,10.514905470414666,1.0,0.35404934954643247
96,2.3807791862487795,0.11810819240978786,0.38577541198049276,0.1251231711591993,2.0493740914129635e-05,2.3248019943237304,4.80790999443256,10.292442208259068,1.0,0.3527503581047058
97,2.401493760245187,0.12355556453125817,0.3854542939322335,0.1261617727109364,2.40548240908538e-05,2.366895673751831,5.074389281414848,10.622130195850502,1.0,0.3510856253306071
98,2.393847246033805,0.12008688921587808,0.38429537435940336,0.1259599422471864,2.7183503732731295e-05,2.3847790311177572,4.853846329412586,10.372338008159824,1.0,0.3509492362340291
99,2.4202226652417864,0.1172130070924759,0.38461003218378337,0.12789043713467463,1.7510929968661262e-05,2.320368087132772,4.829513827246158,10.396474937882603,1.0,0.35094132455190025
100,2.3705803740365163,0.11730308273008891,0.3853670837538583,0.12452364378316062,2.2221555516417927e-05,2.3171910743713378,5.0892542939835455,10.761506586761792,1.0,0.35160520537694295
101,2.3892962812696186,0.11933131746734892,0.38651434247834343,0.12556020379066468,1.8728838594532656e-05,2.3788404541015624,4.881317195247676,10.495172071715459,1.0,0.3535999280611674
102,2.328403623853411,0.11810699966124126,0.38554618082727704,0.12164650019577572,2.0539795651789714e-05,2.360479340871175,4.956392372985644,10.45666700327755,1.0,0.3519665978749593
103,2.3788538404192243,0.11814333137444087,0.384415764944894,0.12508202142374855,2.4609231784917236e-05,2.352851454416911,4.7690875931524905,10.275338986264826,1.0,0.3540020391146342
104,2.3769610479899814,0.11942926631655011,0.38461427296910966,0.12485723484413964,2.2198936408780615e-05,2.455524470647176,5.10383722942964,10.529960349842645,1.0,0.3563834209442139
105,2.3440085530962262,0.11679056935650962,0.3848166323389326,0.12282372450828552,1.686506588887328e-05,2.3251745096842447,4.485316464820468,10.215920606215786,1.0,0.3500185477733612
106,2.353887979507446,0.11704479995795658,0.38580264626230515,0.12339834725856781,2.3891082102778683e-05,2.3068293635050456,4.761795435213857,10.254724679283152,1.0,0.3515818983713786
107,2.365423083441598,0.11810373789923531,0.38625099400111607,0.12406766533851624,1.9229525478798287e-05,2.3647280553181966,5.1529148752661325,10.653254234520409,1.0,0.35408843064308165
108,2.3426670962742397,0.11716246151924134,0.38323412050519673,0.12281258615425655,2.904645969226749e-05,2.4218010330200195,5.026223696812104,10.555223496117616,1.0,0.35215423385302225
109,2.3315348554338726,0.11831921073368618,0.38599195415633064,0.12181091318811689,2.1024842885253748e-05,2.396311252593994,4.849711604677088,10.430340965891192,1.0,0.35615604837735493
110,2.4644771099090574,0.11823897406033107,0.38482994897024975,0.13075684615543912,1.9192881890984178e-05,2.4253440170288085,4.9856984521433105,10.471716263346845,1.0,0.35478793223698935
111,2.3622797224862233,0.11786630350351333,0.3837950852598463,0.12403771550314767,1.7952672925275693e-05,2.4961554463704427,5.098022217599956,10.671225557040641,1.0,0.35234364795684814
112,2.3577749347686767,0.11751764744520188,0.3849580538954054,0.12368239753586906,2.13096206333278e-05,2.353859348297119,4.86665905512959,10.364743182627318,1.0,0.35226154486338296
113,2.316464916229248,0.11653049274853297,0.3859490931034088,0.12092868569919041,1.831097960166517e-05,2.36572479057312,4.803237492850658,10.33987013866588,1.0,0.35129949418703715
114,2.332302986417498,0.11725766109568732,0.3836262860298157,0.12209168527807508,1.4372655059040491e-05,2.3992719122568764,4.702133468598655,10.19402113812126,1.0,0.34946906185150145
115,2.328032553536551,0.11667694489445005,0.38463586071559364,0.12177764640535627,1.786146890390228e-05,2.3032964064280192,4.836867994540105,10.37677262120946,1.0,0.35080625438690183
116,2.3557137413024902,0.11558950461660113,0.38379131627082824,0.12375262171881539,1.3958053220838858e-05,2.2692850697835287,4.783233241635677,10.300314471706656,1.0,0.35759631005922954
117,2.3520693995612008,0.1156785855463573,0.3848906376021249,0.12342982350076948,1.671967779666339e-05,2.326734358469645,4.73702731268389,10.360221167110602,1.0,0.35352017029126487
118,2.302429453441075,0.11488614400795528,0.3847169496672494,0.12018475516353334,1.7208187975386733e-05,2.35882035891215,4.6550833275874215,10.24654738265569,1.0,0.35366926598548887
119,2.292047071184431,0.11627803933620452,0.38608047672680446,0.11930947600092207,1.4352707731372253e-05,2.4941487204233805,4.949889284202664,10.480316916917575,1.0,0.3547286580403646
120,2.3284793276105606,0.11582589478152139,0.3849865494796208,0.12184039165292468,1.8643840138923095e-05,2.4504686997731526,5.0777327448325895,10.779866509121492,1.0,0.35636082951227827
121,2.3433057359967915,0.11726137239592416,0.3865045007296971,0.12263294197831835,1.3816031683772577e-05,2.4818512630462646,4.856646915082396,10.413280888833155,1.0,0.35618362251917524
122,2.2990042326790947,0.11604886728525161,0.3842641177858625,0.11990849486419133,1.907384996028278e-05,2.456086524327596,4.863960773550145,10.261146363313422,1.0,0.35343634796142576
123,2.337595358439854,0.11498153557096209,0.3835243730545044,0.1226023507629122,1.6010389136031985e-05,2.4067480983734133,4.867372425786381,10.377878260527973,1.0,0.3512862280209859
124,2.318893895012992,0.11901736346312931,0.3850150017057146,0.12098699694020408,1.6547919623397838e-05,2.3597085781097413,4.727623914528609,10.253971212333841,1.0,0.3531351363658905
